link	new_created	new_id	original_id	source	title	topic_created	topic_id	topic_last
http://hromadske.ua/posts/sud-obyraie-zapobizhnyi-zakhid-dlia-nadii-savchenko	1521798566	62061379		ukrnet	Суд обирає запобіжний захід для Надії Савченко (НАЖИВО)	1521799706	34174953	1521799706
https://apostrophe.ua/news/125062	1521798508	62061325		ukrnet	Везде были видеокамеры: Савченко рассказала, как провела ночь в СИЗО	1521799706	34174953	1521799706
http://newsoboz.org/politika/-strashne-kino-kakie-videodokazatelstva-protiv-savchenko-23032018114200	1521798325	62061243		ukrnet	"""Страшне кіно"": какие видеодоказательства против Савченко показали  депутатам"	1521799706	34174953	1521799706
https://styler.rbc.ua/rus/zhizn/ya-razdetsya-mogu-savchenko-pozhalovalas-1521798052.html	1521798147	62061110		ukrnet	"""Я даже раздеться не могу"": Савченко пожаловалась на условия в СИЗО"	1521799706	34174953	1521799706
http://www.unn.com.ua/uk/news/1721658-ryanair-po-10-yevro-stalo-vidomo-koli-mozhna-bronyuvati-kvitki	1521799647	62062102		ukrnet	Ryanair по 10 євро: стало відомо, коли можна бронювати квитки	1521799647	34175173	1521799647
https://economics.unian.ua/transport/10053815-loukoster-ryanair-provodit-peregovori-z-4-ukrajinskimi-aeroportami.html	1521799466	62062018		ukrnet	Лоукостер Ryanair проводить переговори з 4 українськими аеропортами	1521799647	34175173	1521799647
https://kiev.informator.ua/2018/03/23/loukoster-ryanair-v-ukraine-kuda-i-iz-kakih-gorodov-letaet-skolko-stoit-kupit-bilet/	1521799286	62061884		ukrnet	Лоукостер Ryanair в Украине: куда и из каких городов летает, сколько стоит купить билет	1521799647	34175173	1521799647
http://cfts.org.ua/news/2018/03/23/reysy_ryanair_v_borispole_budut_vypolnyatsya_iz_terminala_d_46353/	1521799168	62061749		ukrnet	Рейсы Ryanair в Борисполе будут выполняться из терминала D	1521799647	34175173	1521799647
http://biz.liga.net/ekonomika/transport/novosti/3733171-ryanair-zakupit-samolety-boeing-dlya-poletov-v-ukrainu.htm	1521798866	62061578		ukrnet	Ryanair закупит самолеты Boeing для полетов в Украину	1521799647	34175173	1521799647
http://gordonua.com/news/money/poroshenko-soobshchil-chto-vedutsya-peregovory-o-razmeshchenii-v-ukraine-centra-po-obsluzhivaniyu-ryanair-237985.html	1521798866	62061577		ukrnet	Порошенко сообщил, что ведутся переговоры о размещении в Украине центра по обслуживанию Ryanair	1521799647	34175173	1521799647
http://www.abcnews.com.ua/ru/rss/item/ryanair-v-ukraine-15-marshrutov-10-evro-za-bilet-i-svoi-it-tsentr	1521798145	62061123		ukrnet	Ryanair в Украине: 15 маршрутов, 10 евро за билет и свой IT-центр	1521799647	34175173	1521799647
https://www.ukrinform.ua/rubric-economy/2427699-porosenko-kaze-so-mriav-pro-zapusk-ryanair-se-vid-pidpisanna-bezvizu.html	1521798087	62061093		ukrnet	Порошенко каже, що мріяв про запуск Ryanair ще від підписання безвізу	1521799647	34175173	1521799647
http://argumentua.com/novosti/ryanair-ogolosiv-spisok-marshrut-v-z-ukra-ni	1521798086	62061094		ukrnet	Ryanair оголосив список маршрутів з України	1521799647	34175173	1521799647
https://ukranews.com/news/554125-srednyaya-stoymost-byletov-na-avyareysy-ryanair-dlya-ukrayny-budet-menee-40-evro	1521798028	62061009		ukrnet	Средняя стоимость билетов на авиарейсы Ryanair для Украины будет менее 40 евро	1521799647	34175173	1521799647
http://newsroom.kh.ua/news/siloviki-provodyat-obyski-v-harkovskoy-merii	1521799407	62061955		ukrnet	Силовики проводят обыски в харьковской мэрии	1521799407	34174417	1521799407
http://x1.com.ua/post/rezultat-obskov-gorsoveta-ne-zastavili-sebya-jdat	1521798506	62061344		ukrnet	Результаты обысков горсовета не заставили себя ждать	1521799407	34174417	1521799407
https://mykharkov.info/news/podozrenie-v-razbazarivanii-byudzheta-u-chinovnikov-harkovskogo-gorsoveta-provodyat-obyski-smi-50790.html	1521794931	62058941		ukrnet	Подозрение в разбазаривании бюджета: у чиновников Харьковского горсовета проводят обыски — СМИ	1521799407	34174417	1521799407
https://kh.depo.ua/ukr/kh/u-chinovnika-kernesa-provodyat-obshuk-pidozryuyut-rozbazaryuvannya-byudzhetu-20180323747194	1521793826	62058293		ukrnet	У чиновника Кернеса проводять обшук: Підозрюють розбазарювання бюджету	1521799407	34174417	1521799407
https://take-profit.org/newsreview.php?mid=84460	1521797726	62060839		ukrnet	Китай готовит ответные тарифы против американских товаров	1521797726	34170021	1521797726
